,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,property_age,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,log_SalePrice
1475,20,RL,69.05520046484602,9308,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,5,5,45,45,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,554.0,Unf,0.0,430.0,984.0,GasA,TA,Y,SBrkr,984,0,0,984,0.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Attchd,Unf,0.0,310.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,7,4,WD ,126000,11.744037185933616
1476,20,RL,65.0,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,51,51,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403.0,Unf,0.0,461.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Detchd,Unf,0.0,308.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,9,1,WD ,118000,11.678439903447801
1477,120,RL,61.0,8035,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,4,4,Gable,CompShg,MetalSd,MetalSd,BrkFace,165.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,797.0,Unf,0.0,815.0,1612.0,GasA,Ex,Y,SBrkr,1612,0,0,1612,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,1.0,556.0,TA,TA,Y,0,164,0,0,0,0,NA,NA,NA,0,3,3,WD ,319900,12.675763725937609
1478,80,RL,37.0,7937,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,26,26,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,819.0,Unf,0.0,184.0,1003.0,GasA,TA,Y,SBrkr,1003,0,0,1003,1.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,1.0,588.0,TA,TA,Y,120,0,0,0,0,0,NA,GdPrv,NA,0,3,4,WD ,142500,11.867097278690842
1479,20,RL,60.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,60,60,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,390.0,Unf,0.0,810.0,1200.0,GasA,TA,Y,SBrkr,1200,0,0,1200,0.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Fin,0.0,246.0,TA,TA,Y,126,0,0,0,0,0,NA,GdWo,NA,0,8,1,WD ,129900,11.77452020265869
1480,120,RL,48.0,6955,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,5,4,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1368.0,1368.0,GasA,Ex,Y,SBrkr,1368,0,0,1368,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,1.0,474.0,TA,TA,Y,132,35,0,0,0,0,NA,NA,NA,0,9,4,New,202500,12.218495165528731
1481,20,RL,100.0,21370,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,60,60,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,TA,Y,FuseA,1640,0,0,1640,0.0,0.0,1,0,3,1,TA,7,Min1,1,Gd,Attchd,RFn,1.0,394.0,TA,TA,Y,0,0,225,0,0,0,NA,NA,Shed,600,6,4,WD ,131000,11.782952602183288
1482,90,RM,83.0,10126,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,13,12,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1593.0,LwQ,162.0,83.0,1838.0,GasA,Ex,Y,SBrkr,1838,0,0,1838,1.0,0.0,2,0,2,2,TA,8,Typ,0,NA,Attchd,Unf,1.0,721.0,TA,TA,Y,160,67,0,0,0,0,NA,NA,NA,0,7,2,WD ,185000,12.128111104060462
1483,160,RL,24.0,2364,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,32,32,Gable,CompShg,Plywood,Brk Cmn,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,279.0,Unf,0.0,576.0,855.0,GasA,TA,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,Fin,1.0,440.0,TA,TA,Y,147,0,0,0,0,0,NA,NA,NA,0,4,1,WD ,138000,11.835008964139341
1484,70,RM,60.0,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,100,17,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Ex,N,FuseA,684,684,0,1368,0.0,0.0,1,0,3,1,TA,7,Typ,0,NA,Detchd,Unf,0.0,216.0,TA,Fa,N,0,158,0,0,0,0,NA,NA,NA,0,10,4,WD ,114504,11.648365035864053
1485,50,RL,52.0,8741,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,65,60,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,94.0,Unf,0.0,641.0,735.0,GasA,TA,Y,FuseA,798,689,0,1487,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,Unf,0.0,220.0,TA,TA,Y,0,140,0,0,0,0,NA,MnPrv,NA,0,4,0,WD ,113000,11.635143097694478
1486,50,RM,40.0,5436,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,88,3,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,735.0,Unf,0.0,61.0,796.0,GasA,Gd,Y,SBrkr,796,358,0,1154,1.0,0.0,1,0,3,1,Gd,7,Typ,0,NA,Detchd,Unf,0.0,240.0,TA,TA,N,0,96,0,0,0,0,NA,MnPrv,NA,0,5,0,WD ,125500,11.740061037553975
1487,80,RL,65.0,14149,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,46,9,Hip,CompShg,HdBoard,HdBoard,BrkFace,50.0,Gd,Gd,CBlock,TA,TA,Gd,LwQ,68.0,BLQ,722.0,190.0,980.0,GasA,TA,Y,SBrkr,1020,0,0,1020,0.0,1.0,2,0,3,1,TA,5,Typ,1,Po,Detchd,Unf,1.0,528.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,3,WD ,165000,12.013700752882718
1488,50,RM,63.0,5000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,110,60,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,540.0,540.0,GasA,Gd,N,FuseA,889,551,0,1440,0.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,0.0,352.0,Fa,TA,Y,0,0,77,0,0,0,NA,NA,NA,0,4,4,WD ,79000,11.27720313144916
1489,160,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,376.0,Unf,0.0,224.0,600.0,GasA,Ex,Y,SBrkr,600,636,0,1236,1.0,0.0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,RFn,1.0,480.0,TA,TA,Y,0,166,0,0,0,0,NA,NA,NA,0,5,0,WD ,152000,11.931635799828413
1490,50,RM,50.0,5000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,63,60,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,399.0,Unf,0.0,605.0,1004.0,GasA,Ex,Y,SBrkr,1004,660,0,1664,0.0,0.0,2,0,3,1,TA,7,Typ,2,Gd,Detchd,Unf,1.0,420.0,TA,TA,Y,0,24,36,0,0,0,NA,NA,NA,0,10,4,WD ,159000,11.976659481202368
1491,20,RL,69.05520046484602,12493,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,50,50,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,419.0,Rec,306.0,375.0,1100.0,GasA,TA,Y,SBrkr,1100,0,0,1100,1.0,0.0,1,0,3,1,TA,6,Typ,1,Po,Attchd,RFn,0.0,312.0,TA,TA,Y,355,0,0,0,0,0,NA,GdWo,NA,0,4,2,WD ,141000,11.856515169360305
1492,20,RL,69.05520046484602,10368,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,46,46,Hip,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,CBlock,TA,TA,No,ALQ,260.0,LwQ,748.0,0.0,1008.0,GasA,Ex,Y,SBrkr,1488,0,0,1488,1.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,Fin,1.0,430.0,TA,TA,Y,154,60,0,0,0,0,NA,NA,NA,0,4,4,WD ,167000,12.025749091398891
1493,50,RM,53.0,6360,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,68,60,Gable,CompShg,MetalSd,MetalSd,Stone,300.0,TA,TA,CBlock,TA,TA,No,Rec,360.0,LwQ,159.0,316.0,835.0,GasA,TA,Y,FuseA,955,498,0,1453,0.0,0.0,1,1,3,1,Gd,7,Min2,2,Fa,Detchd,Unf,0.0,240.0,TA,TA,Y,0,0,35,0,148,0,NA,NA,NA,0,3,0,WD ,132000,11.790557201568507
1494,20,RL,114.0,10357,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,20,19,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,738.0,Unf,0.0,172.0,910.0,GasA,Gd,Y,SBrkr,1442,0,0,1442,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,Fin,1.0,719.0,TA,TA,Y,0,244,0,0,0,0,NA,NA,NA,0,5,3,WD ,179900,12.100156419938624
1495,20,RL,69.05520046484602,9819,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,43,43,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450.0,Unf,0.0,432.0,882.0,GasA,TA,Y,SBrkr,900,0,0,900,0.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Detchd,Unf,0.0,280.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,2,0,WD ,122000,11.711776323715394
1496,20,RL,80.0,7936,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,47,47,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,826.0,Unf,0.0,219.0,1045.0,GasA,TA,Y,SBrkr,1045,0,0,1045,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,RFn,0.0,264.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,1,WD ,127000,11.751942365440728
1497,120,RH,26.0,8773,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,8,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,951.0,Unf,0.0,536.0,1487.0,GasA,Ex,Y,SBrkr,1419,0,0,1419,1.0,0.0,2,0,2,1,Gd,4,Typ,0,NA,Attchd,Fin,1.0,543.0,TA,TA,Y,196,68,0,0,0,0,NA,NA,NA,0,9,4,WD ,190000,12.154779351142624
1498,85,RL,75.0,11235,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,46,30,Gable,CompShg,HdBoard,HdBoard,BrkFace,30.0,TA,TA,CBlock,Gd,TA,Av,BLQ,785.0,Unf,0.0,635.0,1420.0,GasA,Gd,Y,SBrkr,1452,0,0,1452,1.0,0.0,1,0,2,1,TA,6,Min2,1,TA,Detchd,Unf,1.0,572.0,TA,TA,Y,92,0,88,0,0,0,NA,NA,NA,0,11,3,WD ,158450,11.973194365119067
1499,80,RL,70.0,12886,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,47,11,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444.0,Unf,0.0,76.0,520.0,GasA,Ex,Y,SBrkr,1464,0,0,1464,0.0,1.0,2,0,3,1,TA,6,Min2,1,TA,Attchd,RFn,1.0,480.0,TA,TA,Y,302,0,0,0,100,0,NA,NA,NA,0,10,1,WD ,175000,12.072541252905651
1500,20,RL,42.0,14892,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,9,5,4,3,Gable,CompShg,VinylSd,VinylSd,Stone,160.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1320.0,Unf,0.0,426.0,1746.0,GasA,Ex,Y,SBrkr,1746,0,0,1746,1.0,0.0,2,0,3,1,Ex,7,Typ,2,Gd,Attchd,Fin,1.0,758.0,TA,TA,Y,201,39,0,0,0,0,NA,NA,NA,0,10,1,WD ,377500,12.841325847671216
1501,50,RM,52.0,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,80,60,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,448.0,Unf,0.0,480.0,928.0,GasA,TA,Y,FuseF,928,608,0,1536,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,Unf,1.0,480.0,TA,TA,Y,0,10,0,0,0,0,NA,MnPrv,NA,0,3,0,WD ,138400,11.837903322165706
1502,20,RL,78.0,11645,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0.0,434.0,1734.0,GasA,Ex,Y,SBrkr,1734,0,0,1734,1.0,0.0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,Fin,1.0,660.0,TA,TA,Y,160,24,0,0,0,0,NA,NA,NA,0,1,4,WD ,260000,12.468436909997665
1503,20,RL,110.0,14977,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,4,3,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350.0,Unf,0.0,626.0,1976.0,GasA,Ex,Y,SBrkr,1976,0,0,1976,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Ex,Attchd,RFn,1.0,908.0,TA,TA,Y,250,63,0,0,0,0,NA,NA,NA,0,7,3,New,440000,12.994530005894443
1504,20,RL,70.0,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,9,9,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1212.0,1212.0,GasA,Ex,Y,SBrkr,1212,0,0,1212,0.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,1.0,573.0,TA,TA,Y,356,0,0,0,0,0,NA,NA,NA,0,6,1,WD ,178000,12.089538829274222
1505,20,RL,70.0,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,42,42,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016.0,Unf,0.0,36.0,1052.0,GasA,Gd,Y,SBrkr,1052,0,0,1052,1.0,0.0,1,1,3,1,TA,5,Typ,0,NA,Attchd,RFn,0.0,288.0,TA,TA,Y,356,0,0,0,0,0,NA,GdWo,NA,0,11,4,WD ,138500,11.83862560460953
1506,20,RL,70.0,7420,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,48,48,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,417.0,Unf,0.0,640.0,1057.0,GasA,TA,Y,SBrkr,1057,0,0,1057,0.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Detchd,Fin,1.0,576.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,3,WD ,132000,11.790557201568507
1507,50,RL,75.0,9525,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,57,57,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,468.0,Unf,0.0,532.0,1000.0,GasA,TA,Y,SBrkr,1068,541,0,1609,0.0,0.0,1,1,5,1,TA,7,Typ,0,NA,Attchd,Unf,0.0,305.0,Fa,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,4,WD ,149900,11.917723684090689
1508,50,RM,69.05520046484602,7425,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,RRAn,Artery,1Fam,1.5Fin,7,7,65,60,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Gd,Y,SBrkr,1195,473,0,1668,0.0,0.0,1,1,3,1,Gd,8,Typ,0,NA,Attchd,Unf,0.0,252.0,TA,TA,Y,210,0,0,0,0,0,NA,NA,NA,0,8,2,WD ,108000,11.589886506106357
1509,20,RL,88.0,7990,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,35,35,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,924.0,924.0,GasA,TA,Y,SBrkr,924,0,0,924,0.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Detchd,Unf,0.0,280.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,4,2,WD ,110000,11.608235644774552
1510,160,RM,24.0,1300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,30,30,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,285.0,Unf,0.0,276.0,561.0,GasA,TA,Y,SBrkr,561,668,0,1229,0.0,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,Fin,1.0,462.0,TA,TA,Y,150,0,0,0,0,0,NA,GdPrv,NA,0,5,1,WD ,124000,11.728036844587175
1511,45,RL,55.0,5500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,54,54,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,882.0,882.0,GasA,Ex,Y,SBrkr,882,0,0,882,0.0,0.0,1,0,1,1,TA,4,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,4,3,WD ,103200,11.544424132029599
1512,120,FV,40.0,3606,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,4,3,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,GLQ,937.0,Unf,0.0,415.0,1352.0,GasA,Ex,Y,SBrkr,1352,0,0,1352,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,RFn,1.0,466.0,TA,TA,Y,0,241,0,0,0,0,NA,NA,NA,0,8,3,New,194000,12.175613438045465
1513,20,RL,69.05520046484602,8978,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,42,42,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,948.0,948.0,GasA,TA,Y,SBrkr,948,0,0,948,0.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,0.0,300.0,TA,TA,Y,147,0,0,0,0,0,NA,NA,NA,0,5,3,WD ,108000,11.589886506106357
1514,20,RL,69.05520046484602,9079,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,49,49,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,864.0,Unf,0.0,0.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Attchd,Unf,0.0,440.0,TA,TA,Y,158,0,0,0,0,0,NA,NA,NA,0,7,1,WD ,122000,11.711776323715394
1515,150,RL,69.05520046484602,1700,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,Twnhs,1.5Fin,7,5,30,29,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,397.0,Unf,0.0,33.0,430.0,GasA,TA,Y,SBrkr,880,680,140,1700,1.0,0.0,2,1,2,1,Gd,7,Typ,0,NA,Basment,Fin,0.0,450.0,Gd,TA,Y,188,36,0,0,200,0,NA,NA,NA,0,4,4,WD ,148400,11.907666609715417
1516,20,RL,68.0,9571,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,52,52,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,TA,Y,FuseA,1276,0,0,1276,0.0,0.0,1,0,3,1,TA,5,Mod,0,NA,Attchd,Unf,0.0,350.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,1,COD,60000,11.002099841204238
1517,20,RL,80.0,9938,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,16,16,Gable,CompShg,HdBoard,HdBoard,BrkFace,251.0,Gd,TA,PConc,Gd,TA,No,GLQ,1271.0,Unf,0.0,331.0,1602.0,GasA,Ex,Y,SBrkr,1626,0,0,1626,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,1.0,534.0,TA,TA,Y,424,40,0,0,0,0,NA,NA,NA,0,4,2,WD ,226500,12.330500223905226
1518,20,C (all),50.0,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,61,60,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,50.0,Unf,0.0,430.0,480.0,GasA,TA,N,FuseA,480,0,0,480,1.0,0.0,0,0,1,1,TA,4,Typ,0,NA,Detchd,Unf,0.0,308.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,4,WD ,35311,10.47194980911048
1519,90,RL,38.0,7840,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,35,35,Flat,Tar&Grv,Plywood,Wd Shng,BrkFace,355.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,976.0,Unf,0.0,0.0,976.0,GasA,TA,Y,SBrkr,1012,0,0,1012,0.0,1.0,2,0,4,0,TA,4,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,4,WD ,127500,11.755871643580617
1520,20,RL,74.0,12395,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,26,26,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,647.0,Unf,0.0,217.0,864.0,GasA,TA,Y,SBrkr,889,0,0,889,0.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,1.0,484.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2,WD ,137500,11.831379196088763
1521,80,RL,69.05520046484602,9638,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,33,33,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,368.0,Rec,120.0,541.0,1029.0,GasA,TA,Y,SBrkr,1117,0,0,1117,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,RFn,1.0,542.0,TA,TA,Y,292,0,0,0,0,0,NA,NA,NA,0,11,2,WD ,147000,11.898187865760873
1522,60,RL,108.0,13418,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1117.0,1117.0,GasA,Ex,Y,SBrkr,1132,1320,0,2452,0.0,0.0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,1.0,691.0,TA,TA,Y,113,32,0,0,0,0,NA,NA,NA,0,9,4,WD ,309000,12.641096555879882
